,SITE,SOIL,Ece,EC,Cle,pHe,pH 1:5,OM,OC,Nt,P,P2O5,M,SP,M:SP
MSHM27138,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27139,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27140,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27141,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27142,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27143,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27144,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27145,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27146,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27147,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27148,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27149,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27150,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27151,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27152,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27153,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27154,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27155,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27156,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27157,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27158,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27159,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27160,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27161,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27162,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27163,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27164,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27165,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27166,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27167,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27168,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27169,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27170,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27171,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27172,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27173,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27174,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27175,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27176,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27177,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27178,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27179,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27180,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27181,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27182,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27183,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27184,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27185,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27186,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27187,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27188,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27189,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27190,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27191,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27192,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27193,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27194,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27195,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27196,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27197,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27198,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27199,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27200,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27201,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27202,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27203,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27204,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27205,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27206,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27207,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27208,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27209,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27210,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27211,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27212,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27213,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27214,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27215,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27216,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27217,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27218,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27219,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27220,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27221,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27222,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27223,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27224,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27225,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27226,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27227,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27228,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27229,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27230,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27231,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27232,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27233,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27234,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27235,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27236,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27237,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27238,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27239,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27240,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27241,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27242,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27243,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27244,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27245,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27246,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27247,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27248,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27249,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27250,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27251,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27252,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27253,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27254,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27255,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27256,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27257,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27258,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27259,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27260,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27261,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27262,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27263,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27264,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27265,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27266,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27267,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27268,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27269,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27270,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27271,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27272,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27273,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27274,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27275,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27276,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27277,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27278,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27279,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27280,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27281,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27282,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27283,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27284,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27285,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27286,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27287,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27288,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27289,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27290,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27291,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27292,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27293,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27294,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27295,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27296,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27297,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27298,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27299,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27300,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27301,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27302,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27303,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27304,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27305,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27306,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27307,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27308,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27309,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27310,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27311,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27312,Sorkhe,Gypsum Soil,9.42,2.96,1270,8,7.6,0.15,0.09,0.018,0.54,1.25,19,49.9,0.38
MSHM27313,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27314,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27315,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27316,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27317,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27318,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27319,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27320,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27321,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27322,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27323,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27324,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27325,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27326,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27327,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27328,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27329,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27330,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27331,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27332,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27333,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27334,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
